BANK,LOAN_YEAR,LOAN_MONTH,STATUS,ACCOUNT_ID,ACCOUNT_TYPE,LOAN_AMOUNT
Trinity Bank,2018,9,Running Contract,8492,Savings account,3434400
UniCredit Bank,2018,2,Running Contract,7819,Salary account,1249920
UniCredit Bank,2018,3,Running Contract,9869,NRI account,19562040
UniCredit Bank,2018,5,Running Contract,3629,Salary account,6826680
UniCredit Bank,2018,6,Running Contract,7190,NRI account,2724480
UniCredit Bank,2018,6,Running Contract,8377,Savings account,19601820
UniCredit Bank,2018,9,Running Contract,915,Savings account,12072528
UniCredit Bank,2018,12,Running Contract,7606,NRI account,7099560
nanital BANK,2018,1,Running Contract,2245,NRI account,26444352
nanital BANK,2018,2,Running Contract,817,NRI account,28002000
nanital BANK,2018,2,Running Contract,4413,Salary account,8408640
nanital BANK,2018,2,Running Contract,6353,Salary account,4395600
nanital BANK,2018,2,Running Contract,7819,Salary account,958272
nanital BANK,2018,3,Running Contract,2228,Savings account,10785216
nanital BANK,2018,3,Running Contract,9869,NRI account,17241120
nanital BANK,2018,4,Running Contract,4079,Savings account,10492416
nanital BANK,2018,4,Running Contract,5628,Salary account,12398100
nanital BANK,2018,5,Running Contract,854,Savings account,3837504
nanital BANK,2018,5,Running Contract,960,Salary account,11343600
nanital BANK,2018,5,Running Contract,3629,Salary account,5874120
nanital BANK,2018,6,Running Contract,7190,NRI account,3421440
nanital BANK,2018,6,Running Contract,8377,Savings account,25023600
nanital BANK,2018,7,Running Contract,4774,NRI account,32555040
nanital BANK,2018,7,Running Contract,5632,NRI account,15708000
nanital BANK,2018,7,Running Contract,10440,Savings account,3120000
nanital BANK,2018,8,Running Contract,8776,Savings account,2446848
nanital BANK,2018,9,Running Contract,915,Savings account,17334912
nanital BANK,2018,9,Running Contract,8492,Savings account,6096060
nanital BANK,2018,9,Running Contract,9493,NRI account,8490960
nanital BANK,2018,10,Running Contract,8405,NRI account,18102960
nanital BANK,2018,10,Running Contract,10942,NRI account,22330920
nanital BANK,2018,10,Running Contract,11349,NRI account,20994000
nanital BANK,2018,11,Running Contract,789,Salary account,2703072
nanital BANK,2018,11,Running Contract,2218,Savings account,10012200
nanital BANK,2018,11,Running Contract,9627,NRI account,18816336
nanital BANK,2018,12,Running Contract,1011,Savings account,9792000
nanital BANK,2018,12,Running Contract,5742,Savings account,11162880
nanital BANK,2018,12,Running Contract,6924,NRI account,9354240
nanital BANK,2018,12,Running Contract,7562,Salary account,17337600
nanital BANK,2018,12,Running Contract,7606,NRI account,8058960
nanital BANK,2018,12,Running Contract,8899,NRI account,11656620
ADB BANK,2018,1,Running Contract,2245,NRI account,11830368
ADB BANK,2018,2,Running Contract,6353,Salary account,319680
ADB BANK,2018,2,Running Contract,7819,Salary account,374976
ADB BANK,2018,3,Running Contract,9869,NRI account,4310280
ADB BANK,2018,4,Running Contract,4079,Savings account,1112832
ADB BANK,2018,5,Running Contract,854,Savings account,872160
ADB BANK,2018,5,Running Contract,3629,Salary account,2222640
ADB BANK,2018,6,Running Contract,7190,NRI account,633600
ADB BANK,2018,6,Running Contract,8377,Savings account,834120
ADB BANK,2018,7,Running Contract,10440,Savings account,600000
Air Bank,2018,3,Running Contract,9869,NRI account,19562040
Air Bank,2018,5,Running Contract,960,Salary account,8129580
Air Bank,2018,7,Running Contract,10440,Savings account,3540000
Air Bank,2018,9,Running Contract,9493,NRI account,8490960
Air Bank,2018,10,Running Contract,8405,NRI account,13577220
Air Bank,2018,11,Running Contract,2218,Savings account,6735480
Air Bank,2018,12,Running Contract,7562,Salary account,11145600
Bank Creditas,2018,3,Running Contract,2228,Savings account,8553792
Bank Creditas,2018,4,Running Contract,4079,Savings account,9379584
Bank Creditas,2018,7,Running Contract,5632,NRI account,11709600
Bank Creditas,2018,9,Running Contract,8492,Savings account,4207140
Bank Creditas,2018,10,Running Contract,8405,NRI account,13577220
Czech export bank,2018,2,Running Contract,6353,Salary account,4475520
Czech export bank,2018,5,Running Contract,854,Savings account,3750288
Czech export bank,2018,10,Running Contract,8405,NRI account,10116360
Czech export bank,2018,11,Running Contract,789,Salary account,6136704
Czech export bank,2018,12,Running Contract,8899,NRI account,6141660
DBS BANK,2018,1,Running Contract,2245,NRI account,29227968
Sky Bank,2018,1,Running Contract,2245,NRI account,21573024
Sky Bank,2018,2,Running Contract,817,NRI account,30156000
Sky Bank,2018,2,Running Contract,4413,Salary account,9736320
Sky Bank,2018,2,Running Contract,6353,Salary account,4875120
Sky Bank,2018,2,Running Contract,7819,Salary account,1270752
Sky Bank,2018,3,Running Contract,2228,Savings account,14876160
Sky Bank,2018,3,Running Contract,9869,NRI account,18235800
Sky Bank,2018,4,Running Contract,4079,Savings account,12241152
Sky Bank,2018,4,Running Contract,5628,Salary account,13525200
Sky Bank,2018,5,Running Contract,854,Savings account,4709664
Sky Bank,2018,5,Running Contract,960,Salary account,10398300
Sky Bank,2018,5,Running Contract,3629,Salary account,6667920
Sky Bank,2018,6,Running Contract,7190,NRI account,3358080
Sky Bank,2018,6,Running Contract,8377,Savings account,21687120
Sky Bank,2018,7,Running Contract,4774,NRI account,33950256
Sky Bank,2018,7,Running Contract,5632,NRI account,23704800
Sky Bank,2018,7,Running Contract,10440,Savings account,3360000
Sky Bank,2018,8,Running Contract,8776,Savings account,2514816
Sky Bank,2018,9,Running Contract,915,Savings account,14858496
Sky Bank,2018,9,Running Contract,8492,Savings account,6439500
Sky Bank,2018,9,Running Contract,9493,NRI account,8868336
Sky Bank,2018,10,Running Contract,8405,NRI account,19966500
Sky Bank,2018,10,Running Contract,10942,NRI account,20129280
Sky Bank,2018,10,Running Contract,11349,NRI account,21833760
Sky Bank,2018,11,Running Contract,789,Salary account,3214464
Sky Bank,2018,11,Running Contract,2218,Savings account,9830160
Sky Bank,2018,11,Running Contract,9627,NRI account,9285984
Sky Bank,2018,12,Running Contract,1011,Savings account,9588000
Sky Bank,2018,12,Running Contract,5742,Savings account,18372240
Sky Bank,2018,12,Running Contract,6924,NRI account,8769600
Sky Bank,2018,12,Running Contract,7562,Salary account,15789600
Sky Bank,2018,12,Running Contract,7606,NRI account,14199120
Sky Bank,2018,12,Running Contract,8899,NRI account,8523120
Sky Bank,2018,1,Running Contract,2245,NRI account,20529168
Sky Bank,2018,2,Running Contract,817,NRI account,28540500
Sky Bank,2018,2,Running Contract,4413,Salary account,10842720
Sky Bank,2018,2,Running Contract,6353,Salary account,4715280
Sky Bank,2018,2,Running Contract,7819,Salary account,1249920
Sky Bank,2018,3,Running Contract,2228,Savings account,11529024
Sky Bank,2018,3,Running Contract,9869,NRI account,18898920
Sky Bank,2018,4,Running Contract,4079,Savings account,13195008
Sky Bank,2018,4,Running Contract,5628,Salary account,15103140
Sky Bank,2018,5,Running Contract,854,Savings account,5494608
Sky Bank,2018,5,Running Contract,960,Salary account,10020180
Sky Bank,2018,5,Running Contract,3629,Salary account,8096760
Sky Bank,2018,6,Running Contract,7190,NRI account,3738240
Sky Bank,2018,6,Running Contract,8377,Savings account,38786580
Sky Bank,2018,7,Running Contract,4774,NRI account,33020112
Sky Bank,2018,7,Running Contract,5632,NRI account,19135200
Sky Bank,2018,7,Running Contract,10440,Savings account,3660000
Sky Bank,2018,8,Running Contract,8776,Savings account,2752704
Sky Bank,2018,9,Running Contract,915,Savings account,13001184
Sky Bank,2018,9,Running Contract,8492,Savings account,6954660
Sky Bank,2018,9,Running Contract,9493,NRI account,5660640
Sky Bank,2018,10,Running Contract,8405,NRI account,22362480
Sky Bank,2018,10,Running Contract,10942,NRI account,29564880
Sky Bank,2018,10,Running Contract,11349,NRI account,9657240
Sky Bank,2018,11,Running Contract,789,Salary account,3579744
Sky Bank,2018,11,Running Contract,2218,Savings account,9284040
Sky Bank,2018,11,Running Contract,9627,NRI account,23214960
Sky Bank,2018,12,Running Contract,1011,Savings account,9588000
Sky Bank,2018,12,Running Contract,5742,Savings account,6976800
Sky Bank,2018,12,Running Contract,6924,NRI account,11692800
Sky Bank,2018,12,Running Contract,7562,Salary account,14551200
Sky Bank,2018,12,Running Contract,7606,NRI account,14199120
Sky Bank,2018,12,Running Contract,8899,NRI account,11531280
nanital BANK,2022,8,Running Contract,9093,Salary account,12872400
nanital BANK,2022,12,Running Contract,344,NRI account,5755860
nanital BANK,2022,12,Running Contract,2345,NRI account,8186880
nanital BANK,2022,12,Running Contract,6226,NRI account,21526560
Raiffeisen bank,2022,4,Running Contract,5385,Salary account,8512380
Raiffeisen bank,2022,6,Running Contract,1811,Salary account,13888680
Raiffeisen bank,2022,12,Running Contract,6226,NRI account,19134720
J&T Bank,2022,12,Running Contract,344,NRI account,4847040
Kameron bank,2022,2,Running Contract,5313,Salary account,18941580
Kameron bank,2022,5,Running Contract,8321,Salary account,4986240
Kameron bank,2022,8,Running Contract,9093,Salary account,11736600
Max bank,2022,2,Running Contract,5313,Salary account,18941580
Max bank,2022,6,Running Contract,1811,Salary account,15085980
Max bank,2022,12,Running Contract,6226,NRI account,25911600
Moneta Money Bank,2022,1,Running Contract,1071,Savings account,14938800
Moneta Money Bank,2022,12,Running Contract,2345,NRI account,12380160
PPF Bank,2022,6,Running Contract,4260,Salary account,15162720
nanital BANK,2022,1,Running Contract,1071,Savings account,12660000
nanital BANK,2022,2,Running Contract,5313,Salary account,12327060
nanital BANK,2022,4,Running Contract,5385,Salary account,6272280
nanital BANK,2022,4,Running Contract,10079,Savings account,10527300
nanital BANK,2022,5,Running Contract,2933,Salary account,20711520
nanital BANK,2022,5,Running Contract,8321,Salary account,6054720
nanital BANK,2022,6,Running Contract,1811,Salary account,9338940
nanital BANK,2022,6,Running Contract,4260,Salary account,7581360
nanital BANK,2022,6,Running Contract,8558,Savings account,14129640
nanital BANK,2022,7,Running Contract,2824,NRI account,2977140
DBS BANK,2022,1,Running Contract,1071,Savings account,16711200
DBS BANK,2022,2,Running Contract,5313,Salary account,24353460
DBS BANK,2022,4,Running Contract,5385,Salary account,6720300
DBS BANK,2022,4,Running Contract,10079,Savings account,15707400
DBS BANK,2022,5,Running Contract,2933,Salary account,14988600
DBS BANK,2022,5,Running Contract,8321,Salary account,6945120
DBS BANK,2022,6,Running Contract,1811,Salary account,10775700
DBS BANK,2022,6,Running Contract,4260,Salary account,11249760
DBS BANK,2022,6,Running Contract,8558,Savings account,15571440
DBS BANK,2022,7,Running Contract,2824,NRI account,2876220
DBS BANK,2022,8,Running Contract,9093,Salary account,15901200
DBS BANK,2022,12,Running Contract,344,NRI account,6159780
DBS BANK,2022,12,Running Contract,2345,NRI account,10183680
DBS BANK,2022,12,Running Contract,6226,NRI account,22323840
Fio bank,2022,2,Running Contract,5313,Salary account,17438280
Fio bank,2022,8,Running Contract,9093,Salary account,11736600
Fio bank,2022,12,Running Contract,2345,NRI account,21365760
Hypotecni bank,2022,5,Running Contract,8321,Salary account,5698560
Hypotecni bank,2022,12,Running Contract,344,NRI account,5755860
nothern BANK,2022,1,Running Contract,1071,Savings account,18483600
nothern BANK,2022,2,Running Contract,5313,Salary account,27360060
nothern BANK,2022,4,Running Contract,5385,Salary account,6570960
nothern BANK,2022,4,Running Contract,10079,Savings account,11195700
nothern BANK,2022,5,Running Contract,2933,Salary account,19348920
nothern BANK,2022,5,Running Contract,8321,Salary account,6499920
nothern BANK,2022,6,Running Contract,1811,Salary account,11973000
nothern BANK,2022,6,Running Contract,4260,Salary account,8070480
nothern BANK,2022,6,Running Contract,8558,Savings account,21338640
nothern BANK,2022,7,Running Contract,2824,NRI account,2977140
nothern BANK,2022,8,Running Contract,9093,Salary account,13818900
nothern BANK,2022,12,Running Contract,344,NRI account,5654880
nothern BANK,2022,12,Running Contract,2345,NRI account,8186880
nothern BANK,2022,12,Running Contract,6226,NRI account,23918400
Sky Bank,2022,1,Running Contract,1071,Savings account,14179200
Sky Bank,2022,2,Running Contract,5313,Salary account,15634320
Sky Bank,2022,4,Running Contract,5385,Salary account,6122940
Sky Bank,2022,4,Running Contract,10079,Savings account,7853700
Sky Bank,2022,5,Running Contract,2933,Salary account,11718360
Sky Bank,2022,5,Running Contract,8321,Salary account,6499920
Sky Bank,2022,6,Running Contract,1811,Salary account,10536240
Sky Bank,2022,6,Running Contract,4260,Salary account,9293280
Sky Bank,2022,6,Running Contract,8558,Savings account,15283080
Sky Bank,2022,7,Running Contract,2824,NRI account,3078060
Sky Bank,2022,8,Running Contract,9093,Salary account,13818900
Sky Bank,2022,12,Running Contract,344,NRI account,5755860
Sky Bank,2022,12,Running Contract,2345,NRI account,8985600
Sky Bank,2022,12,Running Contract,6226,NRI account,18337440
Sky Bank,2022,1,Running Contract,1071,Savings account,13419600
Sky Bank,2022,2,Running Contract,5313,Salary account,14131020
Sky Bank,2022,4,Running Contract,5385,Salary account,6570960
Sky Bank,2022,4,Running Contract,10079,Savings account,9858900
Sky Bank,2022,5,Running Contract,2933,Salary account,16078680
Sky Bank,2022,5,Running Contract,8321,Salary account,6499920
Sky Bank,2022,6,Running Contract,1811,Salary account,11733540
Sky Bank,2022,6,Running Contract,4260,Salary account,9048720
Sky Bank,2022,6,Running Contract,8558,Savings account,14706360
Sky Bank,2022,7,Running Contract,2824,NRI account,2926680
Sky Bank,2022,8,Running Contract,9093,Salary account,13818900
Sky Bank,2022,12,Running Contract,344,NRI account,5856840
Sky Bank,2022,12,Running Contract,2345,NRI account,9185280
Sky Bank,2022,12,Running Contract,6226,NRI account,22323840
Trinity Bank,2022,6,Running Contract,1811,Salary account,12930840
Trinity Bank,2022,6,Running Contract,4260,Salary account,13206240
Trinity Bank,2022,7,Running Contract,2824,NRI account,2926680
UniCredit Bank,2022,2,Running Contract,5313,Salary account,18941580
UniCredit Bank,2022,5,Running Contract,2933,Salary account,17713800
ADB BANK,2022,1,Running Contract,1071,Savings account,8862000
ADB BANK,2022,2,Running Contract,5313,Salary account,12327060
ADB BANK,2022,4,Running Contract,5385,Salary account,3434820
ADB BANK,2022,4,Running Contract,10079,Savings account,8355000
ADB BANK,2022,5,Running Contract,2933,Salary account,13080960
ADB BANK,2022,5,Running Contract,8321,Salary account,4184880
ADB BANK,2022,6,Running Contract,1811,Salary account,1676220
ADB BANK,2022,6,Running Contract,4260,Salary account,1222800
ADB BANK,2022,7,Running Contract,2824,NRI account,353220
ADB BANK,2022,8,Running Contract,9093,Salary account,5679000
ADB BANK,2022,12,Running Contract,344,NRI account,403920
ADB BANK,2022,12,Running Contract,2345,NRI account,998400
ADB BANK,2022,12,Running Contract,6226,NRI account,5979600
Air Bank,2022,4,Running Contract,5385,Salary account,19414200
Air Bank,2022,4,Running Contract,10079,Savings account,9524700
Air Bank,2022,5,Running Contract,2933,Salary account,14988600
Air Bank,2022,7,Running Contract,2824,NRI account,2674380
Bank Creditas,2022,6,Running Contract,1811,Salary account,13888680
Czech export bank,2022,6,Running Contract,4260,Salary account,14184480
Czech export bank,2022,6,Running Contract,8558,Savings account,15571440
Czech export bank,2022,8,Running Contract,9093,Salary account,10032900
Raiffeisen bank,2021,9,Contract Finished,8261,Salary account,5533920
Raiffeisen bank,2021,9,Contract Finished,11265,Savings account,4170252
Raiffeisen bank,2021,12,Contract Finished,7123,Salary account,2444832
Raiffeisen bank,2021,12,Contract Finished,9236,NRI account,1039392
Raiffeisen bank,2021,12,Contract Finished,10320,Savings account,31428540
J&T Bank,2021,9,Contract Finished,11013,Salary account,17858100
J&T Bank,2021,11,Contract Finished,5270,NRI account,1910592
J&T Bank,2021,12,Contract Finished,6701,Salary account,3434400
Kameron bank,2021,7,Contract Finished,1801,Salary account,11285280
Kameron bank,2021,9,Contract Finished,8261,Salary account,2108160
Kameron bank,2021,12,Contract Finished,9034,Savings account,2365176
Kameron bank,2021,12,Contract Finished,9236,NRI account,5110344
Kameron bank,2021,12,Contract Finished,10320,Savings account,16883100
Max bank,2021,12,Contract Finished,9034,Savings account,457776
Moneta Money Bank,2021,7,Contract Finished,9188,Salary account,24907680
Moneta Money Bank,2021,9,Contract Finished,8261,Salary account,5533920
Moneta Money Bank,2021,12,Contract Finished,2705,Salary account,5727168
Moneta Money Bank,2021,12,Contract Finished,9034,Savings account,2517768
PPF Bank,2021,9,Contract Finished,8261,Salary account,5973120
PPF Bank,2021,9,Contract Finished,11013,Salary account,18132840
PPF Bank,2021,11,Contract Finished,5270,NRI account,5731776
PPF Bank,2021,11,Contract Finished,10364,NRI account,811188
nanital BANK,2021,7,Contract Finished,1801,Salary account,13442760
nanital BANK,2021,7,Contract Finished,9188,Salary account,5337360
nanital BANK,2021,8,Contract Finished,1843,Salary account,6030828
nanital BANK,2021,9,Contract Finished,8261,Salary account,4743360
nanital BANK,2021,9,Contract Finished,11013,Salary account,14286480
nanital BANK,2021,9,Contract Finished,11265,Savings account,2586612
nanital BANK,2021,10,Contract Finished,10973,NRI account,12970944
nanital BANK,2021,11,Contract Finished,4894,NRI account,7372512
nanital BANK,2021,11,Contract Finished,5270,NRI account,5174520
nanital BANK,2021,11,Contract Finished,10364,NRI account,1578528
nanital BANK,2021,12,Contract Finished,2705,Salary account,6008832
nanital BANK,2021,12,Contract Finished,6701,Salary account,6105600
nanital BANK,2021,12,Contract Finished,7123,Salary account,3573216
nanital BANK,2021,12,Contract Finished,9034,Savings account,2517768
nanital BANK,2021,12,Contract Finished,9236,NRI account,7015896
nanital BANK,2021,12,Contract Finished,10320,Savings account,11168820
DBS BANK,2021,7,Contract Finished,1801,Salary account,10289520
DBS BANK,2021,7,Contract Finished,9188,Salary account,7243560
DBS BANK,2021,8,Contract Finished,1843,Salary account,5078592
DBS BANK,2021,9,Contract Finished,8261,Salary account,4919040
DBS BANK,2021,9,Contract Finished,11013,Salary account,16484400
DBS BANK,2021,9,Contract Finished,11265,Savings account,2956128
DBS BANK,2021,10,Contract Finished,10973,NRI account,11890032
DBS BANK,2021,11,Contract Finished,4894,NRI account,5383104
DBS BANK,2021,11,Contract Finished,5270,NRI account,4935696
DBS BANK,2021,11,Contract Finished,10364,NRI account,1403136
DBS BANK,2021,12,Contract Finished,2705,Salary account,4131072
DBS BANK,2021,12,Contract Finished,6701,Salary account,6487200
DBS BANK,2021,12,Contract Finished,7123,Salary account,3949344
DBS BANK,2021,12,Contract Finished,9034,Savings account,1983696
DBS BANK,2021,12,Contract Finished,9236,NRI account,6063120
DBS BANK,2021,12,Contract Finished,10320,Savings account,13506480
Fio bank,2021,7,Contract Finished,1801,Salary account,11285280
Fio bank,2021,8,Contract Finished,1843,Salary account,18409896
Fio bank,2021,12,Contract Finished,2705,Salary account,6196608
Hypotecni bank,2021,9,Contract Finished,11265,Savings account,3536796
Hypotecni bank,2021,12,Contract Finished,7123,Salary account,564192
nothern BANK,2021,7,Contract Finished,1801,Salary account,9625680
nothern BANK,2021,7,Contract Finished,9188,Salary account,5591520
nothern BANK,2021,8,Contract Finished,1843,Salary account,5396004
nothern BANK,2021,9,Contract Finished,8261,Salary account,5182560
nothern BANK,2021,9,Contract Finished,11013,Salary account,14835960
nothern BANK,2021,9,Contract Finished,11265,Savings account,2639400
nothern BANK,2021,10,Contract Finished,10973,NRI account,11117952
nothern BANK,2021,11,Contract Finished,4894,NRI account,8191680
nothern BANK,2021,11,Contract Finished,5270,NRI account,5254128
nothern BANK,2021,11,Contract Finished,10364,NRI account,1666224
nothern BANK,2021,12,Contract Finished,2705,Salary account,5633280
nothern BANK,2021,12,Contract Finished,6701,Salary account,9349200
nothern BANK,2021,12,Contract Finished,7123,Salary account,3761280
nothern BANK,2021,12,Contract Finished,9034,Savings account,2594064
nothern BANK,2021,12,Contract Finished,9236,NRI account,7448976
nothern BANK,2021,12,Contract Finished,10320,Savings account,11688300
Trinity Bank,2021,11,Contract Finished,10364,NRI account,1468908
UniCredit Bank,2021,11,Contract Finished,4894,NRI account,7723584
ADB BANK,2021,7,Contract Finished,1801,Salary account,10455480
ADB BANK,2021,7,Contract Finished,9188,Salary account,5210280
ADB BANK,2021,8,Contract Finished,1843,Salary account,3914748
ADB BANK,2021,9,Contract Finished,8261,Salary account,2810880
ADB BANK,2021,9,Contract Finished,11013,Salary account,10165380
ADB BANK,2021,9,Contract Finished,11265,Savings account,2692188
ADB BANK,2021,10,Contract Finished,10973,NRI account,8647296
ADB BANK,2021,11,Contract Finished,4894,NRI account,1989408
ADB BANK,2021,11,Contract Finished,5270,NRI account,4060008
ADB BANK,2021,11,Contract Finished,10364,NRI account,1052352
ADB BANK,2021,12,Contract Finished,2705,Salary account,1596096
ADB BANK,2021,12,Contract Finished,6701,Salary account,4865400
ADB BANK,2021,12,Contract Finished,7123,Salary account,2162736
ADB BANK,2021,12,Contract Finished,9034,Savings account,953700
ADB BANK,2021,12,Contract Finished,9236,NRI account,1472472
ADB BANK,2021,12,Contract Finished,10320,Savings account,3636360
Air Bank,2021,7,Contract Finished,1801,Salary account,11285280
Air Bank,2021,9,Contract Finished,8261,Salary account,5533920
Air Bank,2021,9,Contract Finished,11013,Salary account,35716200
Air Bank,2021,12,Contract Finished,2705,Salary account,3379968
Air Bank,2021,12,Contract Finished,9034,Savings account,2327028
Air Bank,2021,12,Contract Finished,9236,NRI account,5196960
Bank Creditas,2021,11,Contract Finished,4894,NRI account,2808576
Bank Creditas,2021,12,Contract Finished,9034,Savings account,2327028
Czech export bank,2021,7,Contract Finished,1801,Salary account,5974560
Czech export bank,2021,7,Contract Finished,9188,Salary account,16774560
Czech export bank,2021,9,Contract Finished,8261,Salary account,5533920
Czech export bank,2021,10,Contract Finished,10973,NRI account,7411968
nothern BANK,2019,1,Contract Finished,7815,Salary account,13089024
nothern BANK,2019,1,Contract Finished,11138,Savings account,7549920
nothern BANK,2019,2,Contract Finished,3804,Savings account,4048128
nothern BANK,2019,4,Contract Finished,5574,NRI account,2677680
nothern BANK,2019,5,Contract Finished,67,NRI account,8463960
nothern BANK,2019,6,Contract Finished,2322,Savings account,3103440
nothern BANK,2019,7,Contract Finished,846,NRI account,10290720
nothern BANK,2019,7,Contract Finished,5033,Salary account,649800
nothern BANK,2019,7,Contract Finished,8127,Savings account,12470400
nothern BANK,2019,8,Contract Finished,544,Salary account,4831056
nothern BANK,2019,8,Contract Finished,4851,Savings account,7932288
nothern BANK,2019,8,Contract Finished,5593,NRI account,3949464
nothern BANK,2019,8,Contract Finished,7184,Salary account,7937640
nothern BANK,2019,8,Contract Finished,11359,NRI account,2917296
nothern BANK,2019,9,Contract Finished,4476,Salary account,881136
nothern BANK,2019,9,Contract Finished,7926,Salary account,6729600
nothern BANK,2019,9,Contract Finished,9814,Salary account,9712968
nothern BANK,2019,10,Contract Finished,2062,Savings account,5084856
nothern BANK,2019,10,Contract Finished,2106,Savings account,4365360
nothern BANK,2019,10,Contract Finished,8039,NRI account,5335200
nothern BANK,2019,10,Contract Finished,9422,Savings account,5084856
nothern BANK,2019,11,Contract Finished,132,NRI account,6456120
nothern BANK,2019,11,Contract Finished,2153,Savings account,2400840
nothern BANK,2019,11,Contract Finished,3754,NRI account,3427200
nothern BANK,2019,11,Contract Finished,5001,NRI account,7377504
nothern BANK,2019,11,Contract Finished,6434,Salary account,6608160
nothern BANK,2019,11,Contract Finished,7859,Savings account,3966600
nothern BANK,2019,12,Contract Finished,10411,Savings account,8638560
nothern BANK,2019,12,Contract Finished,11362,NRI account,7505664
Raiffeisen bank,2019,1,Contract Finished,7815,Salary account,8346624
Raiffeisen bank,2019,2,Contract Finished,3804,Savings account,759024
Raiffeisen bank,2019,6,Contract Finished,2322,Savings account,1111680
Raiffeisen bank,2019,10,Contract Finished,2106,Savings account,1218240
Raiffeisen bank,2019,11,Contract Finished,2153,Savings account,1969920
Raiffeisen bank,2019,11,Contract Finished,7859,Savings account,3245400
Raiffeisen bank,2019,12,Contract Finished,11362,NRI account,4399872
Kameron bank,2019,7,Contract Finished,8127,Savings account,3741120
Kameron bank,2019,8,Contract Finished,7184,Salary account,9649680
Kameron bank,2019,8,Contract Finished,11359,NRI account,2485104
Kameron bank,2019,10,Contract Finished,8039,NRI account,2901600
Kameron bank,2019,11,Contract Finished,2153,Savings account,1908360
Kameron bank,2019,11,Contract Finished,3754,NRI account,2330496
Max bank,2019,5,Contract Finished,67,NRI account,7634160
Max bank,2019,9,Contract Finished,4476,Salary account,364608
Max bank,2019,10,Contract Finished,8039,NRI account,2246400
Max bank,2019,11,Contract Finished,3754,NRI account,2056320
Max bank,2019,11,Contract Finished,7859,Savings account,865440
Moneta Money Bank,2019,4,Contract Finished,5574,NRI account,2365284
Moneta Money Bank,2019,5,Contract Finished,67,NRI account,8298000
Moneta Money Bank,2019,8,Contract Finished,5593,NRI account,532512
Moneta Money Bank,2019,8,Contract Finished,7184,Salary account,5914320
Moneta Money Bank,2019,9,Contract Finished,4476,Salary account,683640
Moneta Money Bank,2019,9,Contract Finished,7926,Salary account,2018880
Moneta Money Bank,2019,11,Contract Finished,3754,NRI account,1645056
Moneta Money Bank,2019,11,Contract Finished,6434,Salary account,2643264
Moneta Money Bank,2019,12,Contract Finished,10411,Savings account,6664032
PPF Bank,2019,1,Contract Finished,7815,Salary account,8346624
PPF Bank,2019,2,Contract Finished,3804,Savings account,3605364
PPF Bank,2019,7,Contract Finished,8127,Savings account,7014600
PPF Bank,2019,10,Contract Finished,2106,Savings account,3147120
PPF Bank,2019,10,Contract Finished,8039,NRI account,2901600
PPF Bank,2019,11,Contract Finished,2153,Savings account,738720
nanital BANK,2019,5,Contract Finished,67,NRI account,8629920
nanital BANK,2019,6,Contract Finished,2322,Savings account,1945440
nanital BANK,2019,7,Contract Finished,846,NRI account,14594112
nanital BANK,2019,7,Contract Finished,5033,Salary account,684000
nanital BANK,2019,7,Contract Finished,8127,Savings account,11223360
nanital BANK,2019,8,Contract Finished,544,Salary account,4922208
nanital BANK,2019,8,Contract Finished,4851,Savings account,11615136
nanital BANK,2019,8,Contract Finished,5593,NRI account,4171344
nanital BANK,2019,8,Contract Finished,7184,Salary account,7470720
nanital BANK,2019,8,Contract Finished,11359,NRI account,3079368
nanital BANK,2019,9,Contract Finished,4476,Salary account,805176
nanital BANK,2019,9,Contract Finished,7926,Salary account,3617160
nanital BANK,2019,9,Contract Finished,9814,Salary account,10866984
nanital BANK,2019,10,Contract Finished,2062,Savings account,5257224
nanital BANK,2019,10,Contract Finished,2106,Savings account,5076000
nanital BANK,2019,10,Contract Finished,8039,NRI account,5896800
nanital BANK,2019,10,Contract Finished,9422,Savings account,5343408
nanital BANK,2019,11,Contract Finished,132,NRI account,5660160
nanital BANK,2019,11,Contract Finished,2153,Savings account,2647080
nanital BANK,2019,11,Contract Finished,3754,NRI account,3084480
nanital BANK,2019,11,Contract Finished,5001,NRI account,4734816
nanital BANK,2019,11,Contract Finished,6434,Salary account,5837208
nanital BANK,2019,11,Contract Finished,7859,Savings account,4110840
nanital BANK,2019,12,Contract Finished,10411,Savings account,7527888
nanital BANK,2019,12,Contract Finished,11362,NRI account,7246848
DBS BANK,2019,2,Contract Finished,3804,Savings account,2277072
DBS BANK,2019,4,Contract Finished,5574,NRI account,714048
DBS BANK,2019,5,Contract Finished,67,NRI account,829800
DBS BANK,2019,7,Contract Finished,8127,Savings account,467640
DBS BANK,2019,8,Contract Finished,11359,NRI account,378168
DBS BANK,2019,9,Contract Finished,4476,Salary account,60768
Fio bank,2019,4,Contract Finished,5574,NRI account,2186772
Fio bank,2019,6,Contract Finished,2322,Savings account,2084400
Fio bank,2019,7,Contract Finished,5033,Salary account,410400
Fio bank,2019,8,Contract Finished,7184,Salary account,5914320
Fio bank,2019,9,Contract Finished,9814,Salary account,865512
Fio bank,2019,10,Contract Finished,2062,Savings account,1034208
Fio bank,2019,10,Contract Finished,9422,Savings account,1034208
Hypotecni bank,2019,2,Contract Finished,3804,Savings account,3352356
Hypotecni bank,2019,7,Contract Finished,846,NRI account,4490496
Hypotecni bank,2019,11,Contract Finished,132,NRI account,1061280
