ACCOUNT_ID,BALANCE,BANK
1594,70885,nothern BANK
1870,70543,nothern BANK
2337,70301,nothern BANK
290,70239,nothern BANK
1368,70203,nothern BANK
1068,70193,nothern BANK
2287,70159,nothern BANK
3708,70053,nothern BANK
4293,70009,nothern BANK
106,69957,nothern BANK
3990,69863,nothern BANK
360,69675,nothern BANK
2054,69335,nothern BANK
8566,69256,nothern BANK
263,69134,nothern BANK
2351,69059,nothern BANK
3837,68959,nothern BANK
649,68948,nothern BANK
1746,68298,nothern BANK
2385,67700,nothern BANK
3212,67611,nothern BANK
1077,67213,nothern BANK
6273,67116,nothern BANK
167,66960,nothern BANK
930,66798,nothern BANK
739,66690,nothern BANK
3204,66584,nothern BANK
1722,66529,nothern BANK
10364,66253,nothern BANK
3743,66126,nothern BANK
3460,66096,nothern BANK
4128,66053,nothern BANK
2516,65964,nothern BANK
4368,65844,nothern BANK
1621,65762,nothern BANK
282,65260,nothern BANK
10812,65068,nothern BANK
6866,64903,nothern BANK
197,64753,nothern BANK
3772,64671,nothern BANK
1796,64156,nothern BANK
785,63985,nothern BANK
3411,63608,nothern BANK
2246,63475,nothern BANK
1706,63386,nothern BANK
1304,63376,nothern BANK
4437,63253,nothern BANK
2429,63123,nothern BANK
6061,62415,nothern BANK
3060,62393,nothern BANK
741,62291,nothern BANK
3294,62109,nothern BANK
1031,61734,nothern BANK
1727,61634,nothern BANK
2951,61517,nothern BANK
3375,61409,nothern BANK
7274,60813,nothern BANK
245,60756,nothern BANK
2169,60751,nothern BANK
3228,60721,nothern BANK
1111,60419,nothern BANK
1313,60196,nothern BANK
3597,60187,nothern BANK
1314,60154,nothern BANK
3353,59794,nothern BANK
9041,59697,nothern BANK
4596,59683,nothern BANK
179,59663,nothern BANK
2184,59524,nothern BANK
5250,59416,nothern BANK
1164,59389,nothern BANK
1612,59325,nothern BANK
656,59190,nothern BANK
604,59170,nothern BANK
462,59152,nothern BANK
2998,59152,nothern BANK
3596,58820,nothern BANK
3738,58812,nothern BANK
2515,58785,nothern BANK
8153,58611,nothern BANK
4082,58563,nothern BANK
947,58244,nothern BANK
509,58161,nothern BANK
2781,58031,nothern BANK
10131,58003,nothern BANK
1480,57824,nothern BANK
10440,57658,nothern BANK
1818,57564,nothern BANK
3705,57533,nothern BANK
1227,57001,nothern BANK
3567,56950,nothern BANK
2866,56769,nothern BANK
1971,56750,nothern BANK
3994,56593,nothern BANK
7607,56403,nothern BANK
6510,56243,nothern BANK
600,56217,nothern BANK
9633,56153,nothern BANK
3037,55965,nothern BANK
1284,55954,nothern BANK
2783,55730,nothern BANK
539,55697,nothern BANK
2069,55654,nothern BANK
5133,55604,nothern BANK
37,55499,nothern BANK
133,55356,nothern BANK
2870,55321,nothern BANK
3647,55317,nothern BANK
2296,55256,nothern BANK
2811,55248,nothern BANK
1878,55216,nothern BANK
1491,55030,nothern BANK
1845,54813,nothern BANK
911,54714,nothern BANK
4269,54484,nothern BANK
3449,54351,nothern BANK
5742,53749,nothern BANK
2427,53704,nothern BANK
3297,53411,nothern BANK
3342,53156,nothern BANK
3690,53109,nothern BANK
10257,52962,nothern BANK
3758,52837,nothern BANK
1124,52669,nothern BANK
535,52634,nothern BANK
3534,52384,nothern BANK
9353,52106,nothern BANK
3319,51736,nothern BANK
1843,51578,nothern BANK
867,51441,nothern BANK
2482,51109,nothern BANK
3799,50883,nothern BANK
586,50643,nothern BANK
1232,50592,nothern BANK
2285,50586,nothern BANK
1158,50179,nothern BANK
6706,50137,nothern BANK
4414,49966,nothern BANK
2142,49961,nothern BANK
218,49848,nothern BANK
4109,49760,nothern BANK
1268,49748,nothern BANK
6321,49354,nothern BANK
3196,49346,nothern BANK
1791,49040,nothern BANK
70,48769,nothern BANK
6400,48759,nothern BANK
3753,48523,nothern BANK
5692,48377,nothern BANK
1398,48271,nothern BANK
1319,48235,nothern BANK
1565,48213,nothern BANK
1157,48174,nothern BANK
2563,47969,nothern BANK
444,47920,nothern BANK
1192,47727,nothern BANK
3381,47712,nothern BANK
3428,47698,nothern BANK
1358,47619,nothern BANK
11320,47604,nothern BANK
802,47402,nothern BANK
1968,47398,nothern BANK
828,47257,nothern BANK
1197,47187,nothern BANK
401,47178,nothern BANK
2073,47129,nothern BANK
9433,47129,nothern BANK
3450,47032,nothern BANK
4445,46823,nothern BANK
1401,46818,nothern BANK
2165,46651,nothern BANK
2399,46599,nothern BANK
680,46478,nothern BANK
4383,46467,nothern BANK
340,46399,nothern BANK
407,46386,nothern BANK
3057,46169,nothern BANK
1159,46046,nothern BANK
29,45904,nothern BANK
2630,45901,nothern BANK
6792,45380,nothern BANK
181,45262,nothern BANK
763,45210,nothern BANK
711,45161,nothern BANK
3070,44998,nothern BANK
1315,44809,nothern BANK
1418,44511,nothern BANK
1729,44496,nothern BANK
115,44397,nothern BANK
971,44326,nothern BANK
230,44279,nothern BANK
2909,44201,nothern BANK
9156,44142,nothern BANK
4463,44132,nothern BANK
3710,44120,nothern BANK
3422,44099,nothern BANK
3928,44029,nothern BANK
628,43831,nothern BANK
1228,43823,nothern BANK
399,43639,nothern BANK
1298,43603,nothern BANK
2404,43531,nothern BANK
3306,43487,nothern BANK
4088,43238,nothern BANK
4527,43232,nothern BANK
722,43049,nothern BANK
3598,43001,nothern BANK
3532,42653,nothern BANK
988,42567,nothern BANK
2692,42518,nothern BANK
131,42411,nothern BANK
2727,42311,nothern BANK
5708,42276,nothern BANK
3554,42200,nothern BANK
4266,42185,nothern BANK
1393,41993,nothern BANK
2597,41809,nothern BANK
4538,41804,nothern BANK
2756,41455,nothern BANK
5118,41389,nothern BANK
8558,41235,nothern BANK
1383,41040,nothern BANK
304,40951,nothern BANK
3626,40764,nothern BANK
3321,40627,nothern BANK
4511,40331,nothern BANK
3813,40054,nothern BANK
2185,39932,nothern BANK
1034,39836,nothern BANK
1545,39653,nothern BANK
2743,39614,nothern BANK
954,39327,nothern BANK
1402,39312,nothern BANK
10036,38989,nothern BANK
4301,38983,nothern BANK
1959,38904,nothern BANK
2116,38880,nothern BANK
3764,38714,nothern BANK
3018,38704,nothern BANK
659,38704,nothern BANK
9052,38661,nothern BANK
1060,38514,nothern BANK
8505,38138,nothern BANK
155,38017,nothern BANK
1149,38007,nothern BANK
16,38006,nothern BANK
767,37959,nothern BANK
1399,37929,nothern BANK
11,37869,nothern BANK
2665,37819,nothern BANK
921,37722,nothern BANK
2060,37697,nothern BANK
3987,37621,nothern BANK
2012,37591,nothern BANK
2826,37590,nothern BANK
953,37305,nothern BANK
2020,37284,nothern BANK
1865,37264,nothern BANK
3312,37213,nothern BANK
3224,37121,nothern BANK
3658,37067,nothern BANK
1648,36552,nothern BANK
3351,36419,nothern BANK
1333,36342,nothern BANK
3247,36312,nothern BANK
2627,36191,nothern BANK
1190,36177,nothern BANK
2856,36009,nothern BANK
316,35968,nothern BANK
1187,35915,nothern BANK
3945,35842,nothern BANK
93,35808,nothern BANK
5290,35681,nothern BANK
2229,35479,nothern BANK
3401,35288,nothern BANK
569,35276,nothern BANK
1308,35251,nothern BANK
508,35187,nothern BANK
1736,35172,nothern BANK
4753,35170,nothern BANK
405,35117,nothern BANK
3790,35010,nothern BANK
2698,34966,nothern BANK
2015,34826,nothern BANK
2690,34798,nothern BANK
297,34775,nothern BANK
1997,34733,nothern BANK
64,34596,nothern BANK
1317,34558,nothern BANK
3643,34500,nothern BANK
2989,34469,nothern BANK
2363,34431,nothern BANK
3104,34421,nothern BANK
1183,34390,nothern BANK
3100,34381,nothern BANK
3374,34348,nothern BANK
705,34304,nothern BANK
805,34197,nothern BANK
419,34147,nothern BANK
2085,33970,nothern BANK
3019,33935,nothern BANK
3537,33886,nothern BANK
1572,33726,nothern BANK
288,33705,nothern BANK
1702,33594,nothern BANK
1969,33503,nothern BANK
1240,33424,nothern BANK
3359,33409,nothern BANK
3140,33147,nothern BANK
1961,33013,nothern BANK
321,32847,nothern BANK
792,32846,nothern BANK
2416,32834,nothern BANK
130,32780,nothern BANK
3668,32600,nothern BANK
1466,32533,nothern BANK
3916,32475,nothern BANK
2949,32429,nothern BANK
3793,32389,nothern BANK
2475,32346,nothern BANK
6306,32270,nothern BANK
3363,32237,nothern BANK
2286,32151,nothern BANK
435,32139,nothern BANK
982,32046,nothern BANK
3299,32037,nothern BANK
1957,32005,nothern BANK
293,31630,nothern BANK
3680,31621,nothern BANK
962,31557,nothern BANK
1802,31557,nothern BANK
2577,31535,nothern BANK
796,31506,nothern BANK
2081,31448,nothern BANK
3184,31361,nothern BANK
3304,31329,nothern BANK
533,31316,nothern BANK
2657,31316,nothern BANK
1155,31015,nothern BANK
504,31005,nothern BANK
3125,30982,nothern BANK
650,30920,nothern BANK
2691,30898,nothern BANK
3551,30852,nothern BANK
1551,30766,nothern BANK
570,30757,nothern BANK
2455,30707,nothern BANK
2852,30700,nothern BANK
3046,30693,nothern BANK
1181,30677,nothern BANK
4768,30662,nothern BANK
2372,30522,nothern BANK
2765,30327,nothern BANK
5126,30308,nothern BANK
3876,30250,nothern BANK
2304,30106,nothern BANK
1724,30058,nothern BANK
118,30045,nothern BANK
561,29995,nothern BANK
664,29987,nothern BANK
283,29755,nothern BANK
1855,29682,nothern BANK
849,29492,nothern BANK
2045,29476,nothern BANK
1794,29246,nothern BANK
2500,29243,nothern BANK
410,29242,nothern BANK
1744,29228,nothern BANK
1366,29174,nothern BANK
997,29143,nothern BANK
1356,29119,nothern BANK
2596,29076,nothern BANK
1083,29071,nothern BANK
258,29061,nothern BANK
45,29024,nothern BANK
229,28955,nothern BANK
658,28748,nothern BANK
843,28733,nothern BANK
1033,28700,nothern BANK
3398,28613,nothern BANK
3182,28604,nothern BANK
2777,28600,nothern BANK
3803,28583,nothern BANK
2006,28535,nothern BANK
1008,28462,nothern BANK
674,28443,nothern BANK
351,28251,nothern BANK
2587,28144,nothern BANK
2196,28129,nothern BANK
1445,27973,nothern BANK
10904,27946,nothern BANK
1514,27829,nothern BANK
2403,27827,nothern BANK
1927,27726,nothern BANK
927,27718,nothern BANK
3514,27711,nothern BANK
2101,27710,nothern BANK
609,27639,nothern BANK
884,27604,nothern BANK
1322,27602,nothern BANK
2005,27562,nothern BANK
2439,27557,nothern BANK
2347,27540,nothern BANK
1992,27534,nothern BANK
3832,27520,nothern BANK
1275,27387,nothern BANK
3819,27386,nothern BANK
3231,27367,nothern BANK
438,27227,nothern BANK
469,27087,nothern BANK
5164,26987,nothern BANK
585,26900,nothern BANK
443,26742,nothern BANK
86,26714,nothern BANK
2053,26565,nothern BANK
751,26514,nothern BANK
1069,26510,nothern BANK
1310,26329,nothern BANK
2896,26325,nothern BANK
3802,26208,nothern BANK
352,26144,nothern BANK
1933,26139,nothern BANK
3574,26092,nothern BANK
3721,26045,nothern BANK
3044,25998,nothern BANK
7745,25950,nothern BANK
1884,25915,nothern BANK
951,25833,nothern BANK
3908,25798,nothern BANK
3291,25784,nothern BANK
3328,25758,nothern BANK
2257,25628,nothern BANK
1138,25607,nothern BANK
1553,25541,nothern BANK
2869,25500,nothern BANK
2272,25491,nothern BANK
4156,25415,nothern BANK
3461,25400,nothern BANK
3989,25246,nothern BANK
2981,25105,nothern BANK
1015,25026,nothern BANK
1216,24901,nothern BANK
1477,24860,nothern BANK
3582,24700,nothern BANK
1061,24627,nothern BANK
1434,24536,nothern BANK
3423,24516,nothern BANK
2823,24450,nothern BANK
3474,24275,nothern BANK
2290,24202,nothern BANK
3358,24144,nothern BANK
985,24125,nothern BANK
2465,24037,nothern BANK
2829,24014,nothern BANK
53,23967,nothern BANK
1346,23912,nothern BANK
2299,23663,nothern BANK
3236,23603,nothern BANK
9484,23566,nothern BANK
2127,23530,nothern BANK
3101,23465,nothern BANK
1541,23387,nothern BANK
1899,23288,nothern BANK
2492,23268,nothern BANK
3952,23142,nothern BANK
557,23135,nothern BANK
3454,23130,nothern BANK
989,23049,nothern BANK
4204,23043,nothern BANK
13,22948,nothern BANK
3097,22909,nothern BANK
2883,22776,nothern BANK
2366,22649,nothern BANK
2154,22586,nothern BANK
2076,22582,nothern BANK
753,22542,nothern BANK
1172,22179,nothern BANK
3943,22157,nothern BANK
8341,22140,nothern BANK
4729,22053,nothern BANK
3543,22051,nothern BANK
2939,22011,nothern BANK
3438,21962,nothern BANK
1521,21939,nothern BANK
3336,21817,nothern BANK
1517,21796,nothern BANK
2900,21780,nothern BANK
4001,21657,nothern BANK
2331,21648,nothern BANK
2952,21561,nothern BANK
2461,21559,nothern BANK
3981,21542,nothern BANK
1860,21411,nothern BANK
2094,21318,nothern BANK
2089,21208,nothern BANK
1506,21195,nothern BANK
815,21167,nothern BANK
546,21141,nothern BANK
349,21025,nothern BANK
3635,20962,nothern BANK
895,20776,nothern BANK
1258,20758,nothern BANK
3587,20550,nothern BANK
3962,20500,nothern BANK
406,20500,nothern BANK
3203,20358,nothern BANK
3490,19900,nothern BANK
2570,19892,nothern BANK
1668,19814,nothern BANK
3716,19800,nothern BANK
1341,19775,nothern BANK
231,19731,nothern BANK
91,19700,nothern BANK
957,19594,nothern BANK
1059,19534,nothern BANK
49,19529,nothern BANK
1774,19314,nothern BANK
3984,19227,nothern BANK
475,19130,nothern BANK
338,19077,nothern BANK
2805,18702,nothern BANK
1377,18413,nothern BANK
873,18254,nothern BANK
3434,18162,nothern BANK
3477,17922,nothern BANK
781,17658,nothern BANK
611,17501,nothern BANK
2300,17200,nothern BANK
3432,17124,nothern BANK
2021,17000,nothern BANK
6064,16848,nothern BANK
442,16781,nothern BANK
1173,16711,nothern BANK
3961,16552,nothern BANK
3524,16099,nothern BANK
1740,15868,nothern BANK
10343,15777,nothern BANK
2590,14672,nothern BANK
3382,14400,nothern BANK
1056,13837,nothern BANK
2937,12380,nothern BANK
182,12200,nothern BANK
1430,11900,nothern BANK
1735,11519,nothern BANK
2216,105685,DBS BANK
2628,100187,DBS BANK
1237,99815,DBS BANK
1184,99745,DBS BANK
9883,97580,DBS BANK
2859,95853,DBS BANK
1684,93889,DBS BANK
2651,90409,DBS BANK
5065,90301,DBS BANK
2028,88243,DBS BANK
9703,86207,DBS BANK
3113,85157,DBS BANK
3538,84942,DBS BANK
239,84605,DBS BANK
243,83937,DBS BANK
2922,83663,DBS BANK
43,81967,DBS BANK
3074,80852,DBS BANK
3579,80770,DBS BANK
2740,80489,DBS BANK
1547,80412,DBS BANK
5256,78755,DBS BANK
9591,76920,DBS BANK
6118,76827,DBS BANK
1071,75514,DBS BANK
2660,74348,DBS BANK
10266,74307,DBS BANK
90,73436,DBS BANK
8625,73204,DBS BANK
3210,73045,DBS BANK
3883,72357,DBS BANK
7546,71527,DBS BANK
1770,71291,DBS BANK
2132,71186,DBS BANK
2039,71147,DBS BANK
1766,69383,DBS BANK
10079,69120,DBS BANK
1701,69038,DBS BANK
7203,68773,DBS BANK
3660,68359,DBS BANK
1062,66106,DBS BANK
493,65774,DBS BANK
395,64689,DBS BANK
1871,62841,DBS BANK
5984,62662,DBS BANK
3545,61599,DBS BANK
3688,60767,DBS BANK
2428,60643,DBS BANK
2318,60475,DBS BANK
541,59526,DBS BANK
1941,58648,DBS BANK
5422,58099,DBS BANK
693,56649,DBS BANK
1975,55869,DBS BANK
4329,55628,DBS BANK
2056,53972,DBS BANK
555,52536,DBS BANK
3649,51588,DBS BANK
2302,51099,DBS BANK
1762,50885,DBS BANK
2025,49309,DBS BANK
7523,48841,DBS BANK
2176,48152,DBS BANK
860,47202,DBS BANK
426,47171,DBS BANK
2799,46676,DBS BANK
635,46554,DBS BANK
4995,45149,DBS BANK
3997,44197,DBS BANK
3017,43795,DBS BANK
3834,43715,DBS BANK
391,42752,DBS BANK
1193,42356,DBS BANK
597,42329,DBS BANK
2675,42244,DBS BANK
2435,41972,DBS BANK
3594,41972,DBS BANK
492,40745,DBS BANK
1458,40551,DBS BANK
3478,40485,DBS BANK
1065,40399,DBS BANK
4418,40273,DBS BANK
4355,38172,DBS BANK
616,37482,DBS BANK
1880,37459,DBS BANK
1054,36714,DBS BANK
1047,35893,DBS BANK
2861,35888,DBS BANK
4287,35693,DBS BANK
2260,35490,DBS BANK
519,34247,DBS BANK
3717,34050,DBS BANK
1168,33686,DBS BANK
1918,33490,DBS BANK
941,32944,DBS BANK
1334,32457,DBS BANK
40,32370,DBS BANK
2220,32183,DBS BANK
2841,32138,DBS BANK
3734,31923,DBS BANK
678,31308,DBS BANK
4356,30959,DBS BANK
2010,30798,DBS BANK
3419,30315,DBS BANK
907,30032,DBS BANK
3243,29700,DBS BANK
1234,28699,DBS BANK
5472,28380,DBS BANK
1892,28127,DBS BANK
737,27695,DBS BANK
2361,27585,DBS BANK
2457,27502,DBS BANK
3625,27340,DBS BANK
662,27296,DBS BANK
1775,27044,DBS BANK
451,26904,DBS BANK
1652,26852,DBS BANK
2155,26775,DBS BANK
2396,26370,DBS BANK
2110,26252,DBS BANK
1291,26134,DBS BANK
3792,25976,DBS BANK
3669,25919,DBS BANK
1295,25740,DBS BANK
3844,25709,DBS BANK
343,25702,DBS BANK
1882,25688,DBS BANK
3640,25041,DBS BANK
3667,24626,DBS BANK
1476,24489,DBS BANK
1816,24390,DBS BANK
2666,24286,DBS BANK
2305,24269,DBS BANK
4059,24200,DBS BANK
2180,24100,DBS BANK
623,24097,DBS BANK
1689,23859,DBS BANK
2259,23856,DBS BANK
3888,23800,DBS BANK
543,23053,DBS BANK
358,23027,DBS BANK
3644,22672,DBS BANK
287,22478,DBS BANK
1909,22476,DBS BANK
2980,22390,DBS BANK
552,22231,DBS BANK
542,21871,DBS BANK
168,21686,DBS BANK
3078,21077,DBS BANK
2123,20478,DBS BANK
127,20440,DBS BANK
3748,20350,DBS BANK
3108,19790,DBS BANK
2913,19426,DBS BANK
237,18725,DBS BANK
1673,18531,DBS BANK
3345,14216,DBS BANK
1772,151677,Kameron bank
2571,134736,Kameron bank
2218,126655,Kameron bank
2796,120739,Kameron bank
456,120465,Kameron bank
3617,115265,Kameron bank
5213,111656,Kameron bank
2678,110583,Kameron bank
9167,105669,Kameron bank
7045,104827,Kameron bank
3914,102424,Kameron bank
2008,101102,Kameron bank
1758,100439,Kameron bank
1835,98342,Kameron bank
1408,96999,Kameron bank
7180,96940,Kameron bank
3754,96559,Kameron bank
1374,96527,Kameron bank
886,96449,Kameron bank
11042,95002,Kameron bank
978,93284,Kameron bank
1824,92598,Kameron bank
9455,91915,Kameron bank
1891,91304,Kameron bank
2782,90998,Kameron bank
3683,90573,Kameron bank
1801,85225,Kameron bank
1170,84628,Kameron bank
3972,84241,Kameron bank
8039,83652,Kameron bank
3147,81188,Kameron bank
1693,80935,Kameron bank
2968,80361,Kameron bank
1723,78685,Kameron bank
3584,78169,Kameron bank
10911,78010,Kameron bank
3896,77668,Kameron bank
2057,76160,Kameron bank
4013,73859,Kameron bank
3757,72447,Kameron bank
6678,72204,Kameron bank
1427,70814,Kameron bank
1095,68490,Kameron bank
10320,68228,Kameron bank
3426,67391,Kameron bank
4715,67324,Kameron bank
2612,65996,Kameron bank
3425,65634,Kameron bank
284,61658,Kameron bank
3192,61026,Kameron bank
3806,58587,Kameron bank
10404,57657,Kameron bank
2880,57358,Kameron bank
1571,56273,Kameron bank
3059,53766,Kameron bank
2670,53276,Kameron bank
4071,52550,Kameron bank
1361,52549,Kameron bank
3122,52056,Kameron bank
2371,52056,Kameron bank
854,51664,Kameron bank
2311,51004,Kameron bank
2720,50987,Kameron bank
3704,49736,Kameron bank
10774,49192,Kameron bank
2830,48792,Kameron bank
1030,48356,Kameron bank
1256,48128,Kameron bank
3016,46801,Kameron bank
901,45296,Kameron bank
1441,45210,Kameron bank
2768,44803,Kameron bank
2258,44074,Kameron bank
3168,43511,Kameron bank
2289,43048,Kameron bank
631,42908,Kameron bank
8475,42707,Kameron bank
9730,42012,Kameron bank
1130,41689,Kameron bank
1833,41007,Kameron bank
3493,40725,Kameron bank
3588,40193,Kameron bank
2488,38757,Kameron bank
3991,35528,Kameron bank
2849,35172,Kameron bank
2388,34939,Kameron bank
63,34441,Kameron bank
2687,33768,Kameron bank
3301,33738,Kameron bank
3613,33573,Kameron bank
3188,33119,Kameron bank
1981,33031,Kameron bank
2722,33013,Kameron bank
3022,31938,Kameron bank
1492,31499,Kameron bank
1711,28446,Kameron bank
2528,28365,Kameron bank
1670,28338,Kameron bank
3565,28116,Kameron bank
3075,28094,Kameron bank
80,28047,Kameron bank
996,27405,Kameron bank
2964,27156,Kameron bank
123,27153,Kameron bank
2452,26784,Kameron bank
326,26543,Kameron bank
2575,26127,Kameron bank
143,25603,Kameron bank
1917,25115,Kameron bank
729,25058,Kameron bank
3639,24704,Kameron bank
2878,23489,Kameron bank
789,22712,Kameron bank
832,22456,Kameron bank
1117,22454,Kameron bank
9227,22442,Kameron bank
924,22189,Kameron bank
3043,22150,Kameron bank
331,21696,Kameron bank
834,21667,Kameron bank
909,21334,Kameron bank
1812,20573,Kameron bank
975,20569,Kameron bank
1318,20406,Kameron bank
2312,18982,Kameron bank
3409,18853,Kameron bank
684,18726,Kameron bank
935,18685,Kameron bank
450,18451,Kameron bank
2208,18206,Kameron bank
2221,18055,Kameron bank
3560,16578,Kameron bank
2888,15469,Kameron bank
2115,15146,Kameron bank
1176,12867,Kameron bank
2282,156040,Max bank
6226,147300,Max bank
2877,132660,Max bank
266,129991,Max bank
8132,128407,Max bank
7049,126715,Max bank
10650,124198,Max bank
1757,121852,Max bank
1962,120302,Max bank
9640,114034,Max bank
11079,111598,Max bank
3455,111360,Max bank
10807,110281,Max bank
3638,105897,Max bank
2444,104592,Max bank
915,103868,Max bank
3293,102753,Max bank
3166,101914,Max bank
2162,92987,Max bank
3791,91508,Max bank
4052,86533,Max bank
354,85110,Max bank
3820,85017,Max bank
227,84892,Max bank
2664,84369,Max bank
1037,83274,Max bank
3136,83060,Max bank
6440,80144,Max bank
294,79433,Max bank
9235,78539,Max bank
396,77533,Max bank
9645,76974,Max bank
9504,74960,Max bank
2911,74375,Max bank
2854,72973,Max bank
1811,72593,Max bank
10361,72356,Max bank
3479,70848,Max bank
1943,69659,Max bank
2904,68994,Max bank
2745,66978,Max bank
679,66478,Max bank
1287,66031,Max bank
8405,65671,Max bank
226,63396,Max bank
9241,61051,Max bank
1698,60954,Max bank
3446,60265,Max bank
2713,58141,Max bank
2549,57308,Max bank
10799,57169,Max bank
1928,56990,Max bank
1198,56336,Max bank
1656,55885,Max bank
856,55506,Max bank
1432,55089,Max bank
877,54083,Max bank
2276,53576,Max bank
1956,53243,Max bank
1504,52714,Max bank
2048,52477,Max bank
2855,50813,Max bank
2210,50472,Max bank
7713,50351,Max bank
1199,49898,Max bank
3556,49782,Max bank
7262,49607,Max bank
1560,49076,Max bank
1686,48706,Max bank
841,48417,Max bank
8225,48336,Max bank
460,47708,Max bank
565,47049,Max bank
3429,46322,Max bank
1623,44845,Max bank
6138,44543,Max bank
2233,44378,Max bank
309,39560,Max bank
1785,38019,Max bank
1714,36447,Max bank
3657,36054,Max bank
1637,35529,Max bank
1302,35305,Max bank
121,35232,Max bank
516,34220,Max bank
4,33585,Max bank
8772,33158,Max bank
1419,32613,Max bank
465,31642,Max bank
2186,31456,Max bank
3197,30302,Max bank
3174,29853,Max bank
571,28723,Max bank
2997,28518,Max bank
364,27728,Max bank
3226,27656,Max bank
1021,27435,Max bank
3335,26943,Max bank
3009,26923,Max bank
1609,26860,Max bank
1311,26645,Max bank
1142,26609,Max bank
1096,26502,Max bank
2362,26300,Max bank
2271,26188,Max bank
3557,26019,Max bank
1209,25263,Max bank
710,25147,Max bank
1628,25065,Max bank
3175,23739,Max bank
333,23460,Max bank
9017,23352,Max bank
3013,21340,Max bank
1562,21331,Max bank
2757,21187,Max bank
1024,21041,Max bank
1932,21010,Max bank
2578,20745,Max bank
305,20271,Max bank
3765,19905,Max bank
547,19824,Max bank
2850,19695,Max bank
3676,19247,Max bank
2686,18959,Max bank
2979,18553,Max bank
156,16549,Max bank
483,15541,Max bank
3232,15463,Max bank
2614,15086,Max bank
5891,159892,J&T Bank
11186,139173,J&T Bank
2003,135329,J&T Bank
10645,134650,J&T Bank
2977,134018,J&T Bank
3402,132025,J&T Bank
7562,130409,J&T Bank
2915,128999,J&T Bank
4259,124466,J&T Bank
10679,116358,J&T Bank
1934,111284,J&T Bank
1654,108950,J&T Bank
4375,107139,J&T Bank
1461,105188,J&T Bank
2472,104394,J&T Bank
2242,103689,J&T Bank
2775,99583,J&T Bank
1411,99392,J&T Bank
950,99356,J&T Bank
10738,97329,J&T Bank
655,96128,J&T Bank
8899,93894,J&T Bank
3161,93469,J&T Bank
10297,89543,J&T Bank
8776,86281,J&T Bank
4330,85924,J&T Bank
1592,85823,J&T Bank
2543,85162,J&T Bank
1809,84057,J&T Bank
2159,81263,J&T Bank
36,80986,J&T Bank
4631,80553,J&T Bank
8094,80283,J&T Bank
2554,80091,J&T Bank
757,80000,J&T Bank
3779,75806,J&T Bank
4066,74892,J&T Bank
2991,70601,J&T Bank
3628,68020,J&T Bank
1902,66258,J&T Bank
97,64877,J&T Bank
1357,64822,J&T Bank
347,64142,J&T Bank
1890,63517,J&T Bank
281,63206,J&T Bank
52,62681,J&T Bank
3302,62424,J&T Bank
1182,62238,J&T Bank
2898,62047,J&T Bank
5758,61289,J&T Bank
1764,60787,J&T Bank
578,57933,J&T Bank
428,56325,J&T Bank
2738,55576,J&T Bank
2247,53780,J&T Bank
4660,53749,J&T Bank
3456,52623,J&T Bank
1832,51922,J&T Bank
471,51866,J&T Bank
8926,51821,J&T Bank
5033,48114,J&T Bank
3520,47168,J&T Bank
2313,47121,J&T Bank
3221,46999,J&T Bank
549,44983,J&T Bank
1523,44070,J&T Bank
1659,43154,J&T Bank
1420,42137,J&T Bank
2394,41116,J&T Bank
1516,40723,J&T Bank
317,39987,J&T Bank
3728,38839,J&T Bank
1329,38422,J&T Bank
771,38233,J&T Bank
1930,36529,J&T Bank
2733,36216,J&T Bank
1049,36081,J&T Bank
1336,36016,J&T Bank
2173,34442,J&T Bank
3576,34226,J&T Bank
3205,33140,J&T Bank
1584,33125,J&T Bank
833,33070,J&T Bank
1665,33003,J&T Bank
2907,32659,J&T Bank
2656,31770,J&T Bank
2644,31082,J&T Bank
1699,30656,J&T Bank
3029,29490,J&T Bank
1299,29382,J&T Bank
1217,29203,J&T Bank
1501,28549,J&T Bank
1703,27605,J&T Bank
1064,27463,J&T Bank
3535,27094,J&T Bank
12,26009,J&T Bank
2793,25875,J&T Bank
1115,25710,J&T Bank
2842,25625,J&T Bank
3406,25494,J&T Bank
1601,24660,J&T Bank
3934,24345,J&T Bank
3443,24322,J&T Bank
608,24181,J&T Bank
3117,23401,J&T Bank
1823,23286,J&T Bank
1133,22684,J&T Bank
2923,22465,J&T Bank
3211,21921,J&T Bank
1439,21716,J&T Bank
612,20597,J&T Bank
3214,20579,J&T Bank
3172,20558,J&T Bank
505,20075,J&T Bank
2223,19957,J&T Bank
1954,19698,J&T Bank
1141,19216,J&T Bank
3412,19081,J&T Bank
178,18009,J&T Bank
2776,15717,J&T Bank
124,14924,J&T Bank
3892,14205,J&T Bank
4361,150627,Czech export bank
7614,127567,Czech export bank
1939,123528,Czech export bank
10439,120008,Czech export bank
3296,119399,Czech export bank
4255,118231,Czech export bank
180,116418,Czech export bank
8523,115610,Czech export bank
610,103568,Czech export bank
2355,101885,Czech export bank
748,100345,Czech export bank
1073,99382,Czech export bank
2035,92534,Czech export bank
10063,90130,Czech export bank
452,88763,Czech export bank
10884,88137,Czech export bank
3395,88025,Czech export bank
8519,86836,Czech export bank
1782,84137,Czech export bank
422,81582,Czech export bank
3965,80266,Czech export bank
403,78731,Czech export bank
1803,78117,Czech export bank
222,75940,Czech export bank
4937,75373,Czech export bank
3355,74682,Czech export bank
